0.5, 0.5, 5.0
5.5, 0.5, 5.0
15.0, 0.5, 5.0
25.0, 0.5, 5.0
35.0, 0.5, 5.0
45.0, 0.5, 5.0
55.0, 0.5, 5.0
65.0, 0.5, 5.0
75.0, 0.5, 5.0
85.0, 0.5, 5.0
95.0, 0.5, 5.0
105.0, 0.5, 5.0
115.0, 0.5, 5.0
125.0, 0.5, 5.0
135.0, 0.5, 5.0
145.0, 0.5, 5.0
155.0, 0.5, 5.0
165.0, 0.5, 5.0
175.0, 0.5, 5.0
185.0, 0.5, 5.0
195.0, 0.5, 5.0
205.0, 0.5, 5.0
215.0, 0.5, 5.0
225.0, 0.5, 5.0
235.0, 0.5, 5.0
245.0, 0.5, 5.0
255.0, 0.5, 5.0
265.0, 0.5, 5.0
275.0, 0.5, 5.0
285.0, 0.5, 5.0
295.0, 0.5, 5.0
305.0, 0.5, 5.0
315.0, 0.5, 5.0
325.0, 0.5, 5.0
335.0, 0.5, 5.0
345.0, 0.5, 5.0
355.0, 0.5, 5.0
365.0, 0.5, 5.0
375.0, 0.5, 5.0
385.0, 0.5, 5.0
395.0, 0.5, 5.0
405.0, 0.5, 5.0
415.0, 0.5, 5.0
425.0, 0.5, 5.0
435.0, 0.5, 5.0
445.0, 0.5, 5.0
455.0, 0.5, 5.0
465.0, 0.5, 5.0
475.0, 0.5, 5.0
485.0, 0.5, 5.0
495.0, 0.5, 5.0
505.0, 0.5, 5.0
515.0, 0.5, 5.0
525.0, 0.5, 5.0
535.0, 0.5, 5.0
545.0, 0.5, 5.0
555.0, 0.5, 5.0
565.0, 0.5, 5.0
575.0, 0.5, 5.0
585.0, 0.5, 5.0
595.0, 0.5, 5.0
605.0, 0.5, 5.0
615.0, 0.5, 5.0
625.0, 0.5, 5.0
635.0, 0.5, 5.0
645.0, 0.5, 5.0
655.0, 0.5, 5.0
665.0, 0.5, 5.0
675.0, 0.5, 5.0
685.0, 0.5, 5.0
695.0, 0.5, 5.0
705.0, 0.5, 5.0
715.0, 0.5, 5.0
725.0, 0.5, 5.0
735.0, 0.5, 5.0
745.0, 0.5, 5.0
755.0, 0.5, 5.0
765.0, 0.5, 5.0
775.0, 0.5, 5.0
785.0, 0.5, 5.0
795.0, 0.5, 5.0
805.0, 0.5, 5.0
815.0, 0.5, 5.0
825.0, 0.5, 5.0
835.0, 0.5, 5.0
845.0, 0.5, 5.0
855.0, 0.5, 5.0
865.0, 0.5, 5.0
875.0, 0.5, 5.0
885.0, 0.5, 5.0
895.0, 0.5, 5.0
905.0, 0.5, 5.0
915.0, 0.5, 5.0
925.0, 0.5, 5.0
935.0, 0.5, 5.0
945.0, 0.5, 5.0
955.0, 0.5, 5.0
965.0, 0.5, 5.0
975.0, 0.5, 5.0
985.0, 0.5, 5.0
995.0, 0.5, 5.0
1005.0, 0.5, 5.0
1015.0, 0.5, 5.0
1025.0, 0.5, 5.0
1035.0, 0.5, 5.0
1045.0, 0.5, 5.0
1055.0, 0.5, 5.0
1065.0, 0.5, 5.0
1075.0, 0.5, 5.0
1085.0, 0.5, 5.0
1095.0, 0.5, 5.0
1105.0, 0.5, 5.0
1115.0, 0.5, 5.0
1125.0, 0.5, 5.0
1135.0, 0.5, 5.0
1145.0, 0.5, 5.0
1155.0, 0.5, 5.0
1165.0, 0.5, 5.0
1175.0, 0.5, 5.0
1185.0, 0.5, 5.0
1195.0, 0.5, 5.0
1205.0, 0.5, 5.0
1215.0, 0.5, 5.0
1225.0, 0.5, 5.0
1235.0, 0.5, 5.0
1245.0, 0.5, 5.0
1255.0, 0.5, 5.0
1265.0, 0.5, 5.0
1275.0, 0.5, 5.0
1285.0, 0.5, 5.0
1295.0, 0.5, 5.0
1305.0, 0.5, 5.0
